,GCO
Next Earnings Announcement,2022-12-02 00:00:00
Growth Analysts,3.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.10236220472440949
Growth 2yr High Est,0.2084592145015105
Growth 2yr Consensus Est,0.15541070961296
Growth 5yr Low Est,0.10236220472440949
Growth 5yr High Est,0.2084592145015105
Growth 5yr Consensus Est,0.15541070961296
Growth 5yr Actual/Est,-2.1777132473217637
Growth 3yr Historic,-2.178817260010362
