,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2020,Positive Surprise,0.27,,,,,,,0.23,0.27,,
Year ending 12/2021,Neutral,0.06,,-0.7777777777777778,-0.02,,0.1,,0.04,0.06,-0.7777777777777778,
Year ending 12/2022,Neutral,,0.06,0.0,0.04,-3.0,0.08,-0.20000000000000007,0.06,0.06,0.0,-1.6
Year ending 12/2023,Neutral,,0.22,0.0,0.12,2.0,0.31,2.875,0.22,0.22,2.666666666666667,2.4375
