,RIGL
Next Earnings Announcement,2023-02-28 00:00:00
Growth Analysts,6.0
Growth 1yr Low Est,2.857142857142857
Growth 1yr High Est,4.75
Growth 1yr Consensus Est,3.803571428571429
Growth 2yr Low Est,1.298941798941799
Growth 2yr High Est,2.0489130434782608
Growth 2yr Consensus Est,1.67392742121003
Growth 5yr Low Est,0.7447490780824113
Growth 5yr High Est,1.2103864734299516
Growth 5yr Consensus Est,0.9775677757561816
Growth 5yr Actual/Est,0.5064651618223045
Growth 3yr Historic,-0.23472222222222222
