,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,3.74,,,3.45,,3.75,,3.6,3.74,,
Year ending 12/2020,Positive Surprise,2.07,,-0.4465240641711231,,0.0,,0.0,1.92,2.07,-0.4465240641711231,0.0
Year ending 12/2021,Neutral,3.3,,0.5942028985507246,3.23,-0.06376811594202902,3.4,-0.09333333333333338,3.315,3.3,0.5942028985507246,-0.0785507246376812
Year ending 12/2022,Neutral,,4.01,0.0,3.87,0.19814241486068118,4.2,0.23529411764705888,4.01,4.01,0.2151515151515151,0.21671826625387003
Year ending 12/2023,Neutral,,4.53,0.0,4.1,0.05943152454780343,4.72,0.12380952380952381,4.53,4.53,0.1296758104738156,0.09162052417866362
