,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2020,Neutral,7.9,,,7.82,,7.95,,7.885,7.9,,
Year ending 9/2021,Neutral,9.26,,0.17215189873417724,9.19,0.17519181585677734,9.3,0.16981132075471694,9.245000000000001,9.26,0.17215189873417724,0.17250156830574714
Year ending 9/2022,Neutral,11.03,,0.19114470842332598,10.93,0.18933623503808494,11.05,0.18817204301075274,10.99,11.03,0.19114470842332598,0.18875413902441884
Year ending 9/2023,Neutral,,11.47,0.0,11.37,0.040256175663311966,11.56,0.04615384615384621,11.47,11.47,0.03989120580235728,0.04320501090857909
Year ending 9/2024,Neutral,,12.62,0.0,12.33,0.08443271767810034,13.22,0.1435986159169551,12.62,12.62,0.10026155187445496,0.11401566679752773
