,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,7.01,,,6.97,,6.99,,6.98,7.01,,
Year ending 12/2020,Positive Surprise,2.82,,-0.5977175463623395,,0.0,,0.0,2.44,2.82,-0.5977175463623395,0.0
Year ending 12/2021,Neutral,3.69,,0.3085106382978724,3.75,-0.46197991391678617,3.91,-0.4406294706723891,3.83,3.69,0.3085106382978724,-0.45130469229458764
Year ending 12/2022,Neutral,,6.36,0.0,6.32,0.6853333333333333,6.4,0.6368286445012787,6.36,6.36,0.7235772357723578,0.661080988917306
Year ending 12/2023,Neutral,,7.4,0.0,7.25,0.1471518987341771,7.5,0.171875,7.4,7.4,0.16352201257861632,0.15951344936708856
