,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,-1.8,,,,,,,-1.9,-1.8,,
Year ending 12/2020,Neutral,-1.56,,-0.1333333333333333,-1.6,,-1.51,,-1.5550000000000002,-1.56,-0.1333333333333333,
Year ending 12/2021,Neutral,-2.34,,0.4999999999999998,-2.36,0.47499999999999987,-2.22,0.4701986754966889,-2.29,-2.34,0.4999999999999998,0.4725993377483444
Year ending 12/2022,Neutral,,-2.66,0.0,-2.75,0.1652542372881356,-2.6,0.1711711711711712,-2.66,-2.66,0.13675213675213693,0.1682127042296534
Year ending 12/2023,Neutral,,-2.92,0.0,-3.19,0.15999999999999992,-2.6,0.0,-2.92,-2.92,0.09774436090225547,0.07999999999999996
