,BANC
Next Earnings Announcement,2023-01-24 00:00:00
Growth Analysts,6.0
Growth 1yr Low Est,-49.25
Growth 1yr High Est,32.166666666666664
Growth 1yr Consensus Est,-8.541666666666668
Growth 2yr Low Est,-24.68717616580311
Growth 2yr High Est,16.060720268006698
Growth 2yr Consensus Est,-4.313227948898206
Growth 5yr Low Est,-12.343588082901555
Growth 5yr High Est,8.030360134003349
Growth 5yr Consensus Est,-2.1566139744491024
Growth 5yr Actual/Est,-12.230894199785178
Growth 3yr Historic,-12.475
