,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 10/2019,Negative Surprise,0.48,,,,,,,0.53,0.48,,
Year ending 10/2020,Positive Surprise,0.15,,-0.6875,,,,,0.12,0.15,-0.6875,
Year ending 10/2021,Neutral,1.19,,6.933333333333334,1.12,,1.23,,1.175,1.19,6.933333333333334,
Year ending 10/2022,Neutral,,0.78,0.0,0.67,-0.4017857142857143,0.84,-0.3170731707317074,0.78,0.78,-0.3445378151260504,-0.35942944250871084
Year ending 10/2023,Neutral,,1.14,0.0,0.94,0.4029850746268655,1.22,0.45238095238095233,1.14,1.14,0.46153846153846145,0.4276830135039089
