,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 6/2020,Positive Surprise,-0.45,,,,,,,-0.53,-0.45,,
Year ending 6/2021,Neutral,-0.93,,1.0666666666666669,-0.95,,-0.88,,-0.915,-0.93,1.0666666666666669,
Year ending 6/2022,Positive Surprise,-0.5,,-0.4623655913978495,,0.0,,0.0,-0.57,-0.5,-0.4623655913978495,0.0
Year ending 6/2023,Neutral,,-0.25,0.0,-0.59,-0.3789473684210526,0.18,-1.2045454545454546,-0.25,-0.25,-0.5,-0.7917464114832535
Year ending 6/2024,Neutral,,0.96,0.0,-0.68,0.15254237288135597,1.83,9.166666666666668,0.96,0.96,-4.84,4.659604519774012
