,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2020,Positive Surprise,1.97,,,,,,,1.8,1.97,,
Year ending 1/2021,Neutral,-2.11,,-2.0710659898477157,-2.3,,-2.02,,-2.16,-2.11,-2.0710659898477157,
Year ending 1/2022,Positive Surprise,1.44,,-1.6824644549763033,,0.0,,0.0,1.34,1.44,-1.6824644549763033,0.0
Year ending 1/2023,Neutral,,-0.12,0.0,-0.59,-0.7434782608695651,0.19,-1.0940594059405941,-0.12,-0.12,-1.0833333333333333,-0.9187688334050796
Year ending 1/2024,Neutral,,0.77,0.0,0.38,-1.6440677966101696,1.15,5.052631578947368,0.77,0.77,-7.416666666666667,1.7042818911685993
