,XPRO
Next Earnings Announcement,2023-03-01 00:00:00
Growth Analysts,3.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,-2.586206896551724
Growth 2yr High Est,3.166666666666667
Growth 2yr Consensus Est,0.2902298850574714
Growth 5yr Low Est,-2.586206896551724
Growth 5yr High Est,3.166666666666667
Growth 5yr Consensus Est,0.2902298850574714
Growth 5yr Actual/Est,1.131439393939394
Growth 3yr Historic,-0.23939393939393938
