,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,2.62,,,,,,,2.22,2.62,,
Year ending 12/2020,Neutral,1.43,,-0.4541984732824428,1.33,,1.55,,1.44,1.43,-0.4541984732824428,
Year ending 12/2021,Negative Surprise,1.01,,-0.29370629370629364,,0.0,,0.0,1.72,1.01,-0.29370629370629364,0.0
Year ending 12/2022,Neutral,,1.45,0.0,1.45,0.09022556390977443,1.46,-0.058064516129032295,1.45,1.45,0.4356435643564356,0.016080523890371068
Year ending 12/2023,Neutral,,1.57,0.0,1.21,-0.16551724137931034,2.0,0.36986301369863006,1.57,1.57,0.08275862068965534,0.10217288615965986
