,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,2.16,,,2.11,,2.28,,2.195,2.16,,
Year ending 12/2020,Neutral,2.08,,-0.03703703703703709,2.03,-0.03791469194312802,2.24,-0.01754385964912264,2.135,2.08,-0.03703703703703709,-0.02772927579612533
Year ending 12/2021,Neutral,2.27,,0.09134615384615374,1.77,-0.1280788177339901,2.41,0.0758928571428572,2.09,2.27,0.09134615384615374,-0.026092980295566448
Year ending 12/2022,Neutral,,2.26,0.0,1.94,0.09604519774011289,3.17,0.3153526970954357,2.26,2.26,-0.00440528634361248,0.20569894741777428
Year ending 12/2023,Neutral,,2.04,0.0,1.97,0.015463917525773141,2.1,-0.33753943217665616,2.04,2.04,-0.09734513274336276,-0.1610377573254415
