,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,3.55,,,,,,,3.36,3.55,,
Year ending 12/2020,Neutral,1.41,,-0.6028169014084508,1.22,,1.54,,1.38,1.41,-0.6028169014084508,
Year ending 12/2021,Neutral,1.51,,0.07092198581560294,1.42,0.16393442622950816,1.77,0.14935064935064934,1.595,1.51,0.07092198581560294,0.15664253779007875
Year ending 12/2022,Neutral,,0.68,0.0,0.36,-0.7464788732394366,0.9,-0.4915254237288136,0.68,0.68,-0.5496688741721854,-0.619002148484125
Year ending 12/2023,Neutral,,1.93,0.0,1.14,2.1666666666666665,4.4,3.8888888888888893,1.93,1.93,1.8382352941176467,3.0277777777777777
