,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,4.0,,,3.99,,4.04,,4.015000000000001,4.0,,
Year ending 12/2020,Neutral,4.42,,0.10499999999999998,4.35,0.09022556390977421,4.51,0.11633663366336622,4.43,4.42,0.10499999999999998,0.10328109878657021
Year ending 12/2021,Neutral,5.58,,0.2624434389140271,5.5,0.26436781609195403,5.62,0.24611973392461195,5.5600000000000005,5.58,0.2624434389140271,0.255243775008283
Year ending 12/2022,Neutral,,6.49,0.0,6.42,0.16727272727272724,6.55,0.1654804270462633,6.49,6.49,0.1630824372759856,0.16637657715949528
Year ending 12/2023,Neutral,,7.3,0.0,7.05,0.0981308411214954,7.52,0.14809160305343516,7.3,7.3,0.1248073959938365,0.12311122208746528
