,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,2.91,,,2.86,,2.92,,2.8899999999999997,2.91,,
Year ending 12/2020,Positive Surprise,4.09,,0.4054982817869415,,0.0,,0.0,3.71,4.09,0.4054982817869415,0.0
Year ending 12/2021,Positive Surprise,8.59,,1.100244498777506,,0.0,,0.0,7.58,8.59,1.100244498777506,0.0
Year ending 12/2022,Neutral,,10.79,0.0,10.48,2.6643356643356646,11.01,2.7705479452054793,10.79,10.79,0.25611175785797435,2.717441804770572
Year ending 12/2023,Neutral,,8.13,0.0,6.94,-0.3377862595419847,9.09,-0.17438692098092645,8.13,8.13,-0.2465245597775717,-0.2560865902614556
