,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Negative Surprise,0.34,,,,,,,0.4,0.34,,
Year ending 12/2020,Positive Surprise,0.41,,0.2058823529411764,,,,,0.32,0.41,0.2058823529411764,
Year ending 12/2021,Negative Surprise,1.26,,2.073170731707317,,,,,1.53,1.26,2.073170731707317,
Year ending 12/2022,Neutral,,0.73,0.0,0.72,,0.73,,0.73,0.73,-0.4206349206349207,
Year ending 12/2023,Neutral,,1.14,0.0,1.02,0.41666666666666674,1.25,0.7123287671232876,1.14,1.14,0.5616438356164382,0.5644977168949772
