,DNOW
Next Earnings Announcement,2023-02-15 00:00:00
Growth Analysts,5.0
Growth 1yr Low Est,43.5
Growth 1yr High Est,14.666666666666666
Growth 1yr Consensus Est,29.083333333333332
Growth 2yr Low Est,21.74438202247191
Growth 2yr High Est,7.429078014184397
Growth 2yr Consensus Est,14.586730018328154
Growth 5yr Low Est,14.152664938058196
Growth 5yr High Est,4.586598457543697
Growth 5yr Consensus Est,9.369631697800946
Growth 5yr Actual/Est,3.1017200191113234
Growth 3yr Historic,-1.225752508361204
