,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 5/2020,Neutral,8.11,,,7.79,,8.16,,7.975,8.11,,
Year ending 5/2021,Neutral,10.24,,0.2626387176325524,9.52,0.2220795892169447,10.16,0.2450980392156863,9.84,10.24,0.2626387176325524,0.2335888142163155
Year ending 5/2022,Neutral,11.65,,0.1376953125,11.03,0.15861344537815114,11.58,0.13976377952755903,11.305,11.65,0.1376953125,0.14918861245285508
Year ending 5/2023,Neutral,,12.57,0.0,12.46,0.12964641885766115,12.76,0.10189982728842839,12.57,12.57,0.07896995708154497,0.11577312307304477
Year ending 5/2024,Neutral,,13.92,0.0,13.38,0.07383627608346699,14.42,0.1300940438871474,13.92,13.92,0.10739856801909298,0.1019651599853072
