,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,0.5,,,,,,,0.33,0.5,,
Year ending 12/2020,Positive Surprise,1.4,,1.7999999999999998,,,,,1.25,1.4,1.7999999999999998,
Year ending 12/2021,Positive Surprise,2.64,,0.8857142857142859,,,,,2.4,2.64,0.8857142857142859,
Year ending 12/2022,Neutral,,3.15,0.0,3.14,,3.15,,3.15,3.15,0.19318181818181812,
Year ending 12/2023,Neutral,,2.81,0.0,2.72,-0.13375796178343946,2.9,-0.07936507936507942,2.81,2.81,-0.10793650793650789,-0.10656152057425944
