,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2020,Neutral,3.12,,,3.08,,3.11,,3.0949999999999998,3.12,,
Year ending 1/2021,Neutral,2.2,,-0.2948717948717948,2.08,-0.3246753246753247,2.14,-0.31189710610932464,2.1100000000000003,2.2,-0.2948717948717948,-0.31828621539232466
Year ending 1/2022,Neutral,4.95,,1.25,4.88,1.3461538461538458,5.04,1.3551401869158877,4.96,4.95,1.25,1.3506470165348667
Year ending 1/2023,Neutral,,4.4,0.0,4.26,-0.12704918032786883,4.54,-0.09920634920634919,4.4,4.4,-0.11111111111111105,-0.11312776476710901
Year ending 1/2024,Neutral,,5.56,0.0,5.02,0.1784037558685445,6.05,0.3325991189427313,5.56,5.56,0.26363636363636345,0.2555014374056379
