,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Negative Surprise,-0.69,,,,,,,-0.64,-0.69,,
Year ending 12/2020,Negative Surprise,-0.79,,0.14492753623188426,,,,,-0.65,-0.79,0.14492753623188426,
Year ending 12/2021,Negative Surprise,-0.28,,-0.6455696202531646,,,,,-0.22,-0.28,-0.6455696202531646,
Year ending 12/2022,Neutral,,-0.08,0.0,-0.4,,0.14,,-0.08,-0.08,-0.7142857142857143,
Year ending 12/2023,Neutral,,0.0,0.0,-0.46,0.1499999999999999,0.41,1.928571428571428,0.0,0.0,-1.0,1.039285714285714
