,HYLN
Next Earnings Announcement,2023-02-22 00:00:00
Growth Analysts,5.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.23655913978494603
Growth 2yr High Est,0.012195121951219523
Growth 2yr Consensus Est,0.12437713086808277
Growth 5yr Low Est,0.23655913978494603
Growth 5yr High Est,0.012195121951219523
Growth 5yr Consensus Est,0.12437713086808277
Growth 5yr Actual/Est,0.552068302068302
Growth 3yr Historic,0.3214285714285714
