,PCOR
Next Earnings Announcement,2023-02-22 00:00:00
Growth Analysts,9.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.15254237288135597
Growth 2yr High Est,-0.13725490196078427
Growth 2yr Consensus Est,0.00764373546028585
Growth 5yr Low Est,0.15254237288135597
Growth 5yr High Est,-0.13725490196078427
Growth 5yr Consensus Est,0.00764373546028585
Growth 5yr Actual/Est,0.2704260651629073
Growth 3yr Historic,0.0
