,BMRN
Next Earnings Announcement,2023-02-22 00:00:00
Growth Analysts,17.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,-1.1818181818181819
Growth 2yr High Est,2.473684210526316
Growth 2yr Consensus Est,0.645933014354067
Growth 5yr Low Est,-1.1818181818181819
Growth 5yr High Est,2.473684210526316
Growth 5yr Consensus Est,0.645933014354067
Growth 5yr Actual/Est,-9.63031300928652
Growth 3yr Historic,-9.230854134827645
