,SHLS
Next Earnings Announcement,2023-03-09 00:00:00
Growth Analysts,10.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.714285714285714
Growth 2yr High Est,1.84375
Growth 2yr Consensus Est,1.279017857142857
Growth 5yr Low Est,0.714285714285714
Growth 5yr High Est,1.84375
Growth 5yr Consensus Est,1.279017857142857
Growth 5yr Actual/Est,0.36406926406926415
Growth 3yr Historic,-0.12380952380952377
