,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Positive Surprise,-0.26,,,,,,,-0.29,-0.26,,
Year ending 12/2022,Neutral,,-0.47,0.0,-0.48,,-0.43,,-0.47,-0.47,0.8076923076923075,
Year ending 12/2023,Neutral,,-0.31,0.0,-0.38,-0.20833333333333326,-0.22,-0.4883720930232558,-0.31,-0.31,-0.34042553191489355,-0.3483527131782945
