,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 1/2020,Neutral,1.53,,,1.5,,1.53,,1.5150000000000001,1.53,,
Year ending 1/2021,Neutral,-3.9,,-3.549019607843137,-4.13,-3.7533333333333334,-3.51,-3.2941176470588234,-3.82,-3.9,-3.549019607843137,-3.523725490196078
Year ending 1/2022,Neutral,1.7,,-1.435897435897436,1.67,-1.4043583535108959,1.76,-1.5014245014245016,1.7149999999999999,1.7,-1.435897435897436,-1.4528914274676987
Year ending 1/2023,Neutral,,2.05,0.0,1.85,0.10778443113772473,2.13,0.2102272727272727,2.05,2.05,0.2058823529411764,0.15900585193249872
Year ending 1/2024,Neutral,,2.2,0.0,1.8,-0.027027027027027084,2.46,0.15492957746478875,2.2,2.2,0.07317073170731736,0.06395127521888083
