,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Positive Surprise,0.99,,,,,,,0.86,0.99,,
Year ending 12/2022,Neutral,,0.87,0.0,0.84,,0.93,,0.87,0.87,-0.12121212121212122,
Year ending 12/2023,Neutral,,0.91,0.0,0.64,-0.23809523809523803,1.16,0.24731182795698903,0.91,0.91,0.04597701149425282,0.004608294930875501
