,NAT
Next Earnings Announcement,2022-11-30 00:00:00
Growth Analysts,6.0
Growth 1yr Low Est,-1.34375
Growth 1yr High Est,-0.8863636363636364
Growth 1yr Consensus Est,-1.1150568181818181
Growth 2yr Low Est,-1.5809659090909092
Growth 2yr High Est,5.256818181818181
Growth 2yr Consensus Est,1.8379261363636359
Growth 5yr Low Est,-1.0539772727272727
Growth 5yr High Est,3.504545454545454
Growth 5yr Consensus Est,1.2252840909090905
Growth 5yr Actual/Est,-5.407443114231994
Growth 3yr Historic,-2.2510504201680672
