,UEC
Next Earnings Announcement,2022-12-07 00:00:00
Growth Analysts,4.0
Growth 1yr Low Est,1.666666666666667
Growth 1yr High Est,0.0
Growth 1yr Consensus Est,0.8333333333333335
Growth 2yr Low Est,0.4583333333333335
Growth 2yr High Est,-2.75
Growth 2yr Consensus Est,-1.1458333333333333
Growth 5yr Low Est,0.07291666666666674
Growth 5yr High Est,-1.4125
Growth 5yr Consensus Est,-0.6697916666666667
Growth 5yr Actual/Est,-1.6026785714285714
Growth 3yr Historic,-0.3526785714285714
