,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,1.67,,,1.59,,1.71,,1.65,1.67,,
Year ending 12/2020,Positive Surprise,1.78,,0.06586826347305386,,0.0,,0.0,1.68,1.78,0.06586826347305386,0.0
Year ending 12/2021,Positive Surprise,4.44,,1.4943820224719104,,0.0,,0.0,4.06,4.44,1.4943820224719104,0.0
Year ending 12/2022,Neutral,,3.89,0.0,3.74,1.3522012578616351,3.99,1.3333333333333335,3.89,3.89,-0.12387387387387394,1.3427672955974843
Year ending 12/2023,Neutral,,4.24,0.0,3.6,-0.03743315508021394,4.66,0.1679197994987469,4.24,4.24,0.08997429305912608,0.06524332220926649
