,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2020,Positive Surprise,3.98,,,,,,,3.12,3.98,,
Year ending 9/2021,Positive Surprise,8.41,,1.113065326633166,,,,,7.79,8.41,1.113065326633166,
Year ending 9/2022,Neutral,6.02,,-0.2841854934601665,5.72,,5.86,,5.79,6.02,-0.2841854934601665,
Year ending 9/2023,Neutral,,3.46,0.0,3.4,-0.4055944055944056,3.54,-0.39590443686006827,3.46,3.46,-0.42524916943521596,-0.40074942122723695
Year ending 9/2024,Neutral,,3.91,0.0,3.72,0.09411764705882364,4.3,0.21468926553672318,3.91,3.91,0.13005780346820806,0.1544034562977734
