,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Negative Surprise,-0.21,,,,,,,0.12,-0.21,,
Year ending 12/2022,Neutral,,-0.01,0.0,-0.01,,-0.01,,-0.01,-0.01,-0.9523809523809523,
Year ending 12/2023,Neutral,,0.05,0.0,0.02,-3.0,0.08,-9.0,0.05,0.05,-6.0,-6.0
