,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,8.05,,,7.93,,8.66,,8.295,8.05,,
Year ending 12/2020,Negative Surprise,-0.89,,-1.11055900621118,,0.0,,0.0,-0.69,-0.89,-1.11055900621118,0.0
Year ending 12/2021,Positive Surprise,5.7,,-7.404494382022472,,0.0,,0.0,4.62,5.7,-7.404494382022472,0.0
Year ending 12/2022,Neutral,,20.13,0.0,16.64,1.098360655737705,24.65,1.8464203233256349,20.13,20.13,2.5315789473684207,1.47239048953167
Year ending 12/2023,Neutral,,14.3,0.0,9.63,-0.42127403846153844,20.59,-0.16470588235294115,14.3,14.3,-0.2896174863387977,-0.2929899604072398
