,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,4.14,,,4.06,,4.1,,4.08,4.14,,
Year ending 12/2020,Neutral,3.57,,-0.1376811594202898,3.52,-0.13300492610837433,3.64,-0.11219512195121939,3.58,3.57,-0.1376811594202898,-0.12260002402979686
Year ending 12/2021,Neutral,5.0,,0.400560224089636,5.06,0.4374999999999998,5.17,0.42032967032967017,5.115,5.0,0.400560224089636,0.428914835164835
Year ending 12/2022,Neutral,,4.76,0.0,4.72,-0.06719367588932801,4.8,-0.07156673114119927,4.76,4.76,-0.04800000000000004,-0.06938020351526364
Year ending 12/2023,Neutral,,5.35,0.0,5.0,0.05932203389830515,5.7,0.1875,5.35,5.35,0.12394957983193278,0.12341101694915257
