,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Positive Surprise,0.67,,,,,,,0.6,0.67,,
Year ending 12/2022,Neutral,,0.58,0.0,0.56,,0.6,,0.58,0.58,-0.1343283582089554,
Year ending 12/2023,Neutral,,0.63,0.0,0.54,-0.0357142857142857,0.73,0.21666666666666679,0.63,0.63,0.0862068965517242,0.09047619047619054
