,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Positive Surprise,-0.15,,,,,,,-0.23,-0.15,,
Year ending 12/2022,Neutral,,-2.48,0.0,-2.53,,-2.46,,-2.48,-2.48,15.533333333333335,
Year ending 12/2023,Neutral,,0.03,0.0,-0.03,-0.9881422924901185,0.15,-1.0609756097560976,0.03,0.03,-1.0120967741935485,-1.0245589511231081
