,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,6.44,,,6.25,,6.6,,6.425,6.44,,
Year ending 12/2020,Neutral,7.83,,0.21583850931677007,7.69,0.23040000000000016,7.98,0.20909090909090922,7.835000000000001,7.83,0.21583850931677007,0.2197454545454547
Year ending 12/2021,Neutral,9.95,,0.2707535121328224,9.57,0.24447334200260085,9.99,0.25187969924812026,9.780000000000001,9.95,0.2707535121328224,0.24817652062536055
Year ending 12/2022,Neutral,,11.34,0.0,11.13,0.1630094043887147,11.48,0.14914914914914923,11.34,11.34,0.1396984924623117,0.15607927676893196
Year ending 12/2023,Neutral,,12.63,0.0,11.98,0.07637017070979324,13.19,0.14895470383275256,12.63,12.63,0.11375661375661394,0.1126624372712729
