,SPB
Next Earnings Announcement,
Growth Analysts,7.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.2740740740740739
Growth 2yr High Est,0.6311787072243347
Growth 2yr Consensus Est,0.4526263906492043
Growth 5yr Low Est,0.2740740740740739
Growth 5yr High Est,0.6311787072243347
Growth 5yr Consensus Est,0.4526263906492043
Growth 5yr Actual/Est,0.06423120375581395
Growth 3yr Historic,-0.20633468834688343
