,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2021,Neutral,-1.42,,,-1.54,,-1.32,,-1.4300000000000002,-1.42,,
Year ending 12/2022,Neutral,,-0.08,0.0,-0.1,-0.935064935064935,-0.05,-0.9621212121212122,-0.08,-0.08,-0.9436619718309859,-0.9485930735930737
Year ending 12/2023,Neutral,,1.22,0.0,0.8,-9.0,1.8,-37.0,1.22,1.22,-16.25,-23.0
