,BECN
Next Earnings Announcement,2023-02-08 00:00:00
Growth 1yr Low Est,1.9339207048458151
Growth 1yr High Est,2.117408906882591
Growth 1yr Consensus Est,2.025664805864203
Growth 2yr Low Est,0.8002936857562409
Growth 2yr High Est,1.1164966612335032
Growth 2yr Consensus Est,0.9583951734948721
Growth 5yr Low Est,0.40014684287812047
Growth 5yr High Est,0.5582483306167516
Growth 5yr Consensus Est,0.47919758674743596
Growth 5yr Actual/Est,0.37482621259389215
Growth 3yr Historic,0.3400131646310247
