,SOI
Next Earnings Announcement,2023-02-23 00:00:00
Growth Analysts,5.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.5789473684210527
Growth 2yr High Est,0.7777777777777779
Growth 2yr Consensus Est,0.6783625730994153
Growth 5yr Low Est,0.5789473684210527
Growth 5yr High Est,0.7777777777777779
Growth 5yr Consensus Est,0.6783625730994153
Growth 5yr Actual/Est,-4.020670995670996
Growth 3yr Historic,-0.42840909090909085
