,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,-0.07,,,,,,,-0.1,-0.07,,
Year ending 12/2020,Negative Surprise,0.18,,-3.571428571428571,,,,,0.26,0.18,-3.571428571428571,
Year ending 12/2021,Negative Surprise,-0.56,,-4.111111111111112,,,,,-0.41,-0.56,-4.111111111111112,
Year ending 12/2022,Neutral,,-0.81,0.0,-0.98,,-0.65,,-0.81,-0.81,0.4464285714285714,
Year ending 12/2023,Neutral,,-0.94,0.0,-1.36,0.38775510204081653,-0.54,-0.16923076923076918,-0.94,-0.94,0.16049382716049365,0.10926216640502368
