,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Neutral,-0.48,,,-0.61,,-0.32,,-0.46499999999999997,-0.48,,
Year ending 12/2020,Negative Surprise,-0.23,,-0.5208333333333333,,0.0,,0.0,-0.2,-0.23,-0.5208333333333333,0.0
Year ending 12/2021,Positive Surprise,1.85,,-9.043478260869565,,0.0,,0.0,1.39,1.85,-9.043478260869565,0.0
Year ending 12/2022,Neutral,,7.53,0.0,7.2,-12.80327868852459,7.85,-25.53125,7.53,7.53,3.07027027027027,-19.167264344262296
Year ending 12/2023,Neutral,,9.32,0.0,6.9,-0.04166666666666663,11.79,0.5019108280254776,9.32,9.32,0.23771580345285526,0.23012208067940548
