,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 12/2019,Positive Surprise,1.02,,,,,,,0.97,1.02,,
Year ending 12/2020,Positive Surprise,0.35,,-0.6568627450980393,,,,,0.32,0.35,-0.6568627450980393,
Year ending 12/2021,Positive Surprise,0.72,,1.0571428571428574,,,,,0.49,0.72,1.0571428571428574,
Year ending 12/2022,Neutral,,0.51,0.0,0.41,,0.6,,0.51,0.51,-0.29166666666666663,
Year ending 12/2023,Neutral,,1.02,0.0,0.6,0.46341463414634143,1.4,1.3333333333333335,1.02,1.02,1.0,0.8983739837398375
