,NYT
Next Earnings Announcement,2023-02-01 00:00:00
Growth Analysts,9.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,-0.009433962264150941
Growth 2yr High Est,0.21100917431192667
Growth 2yr Consensus Est,0.10078760602388787
Growth 5yr Low Est,-0.009433962264150941
Growth 5yr High Est,0.21100917431192667
Growth 5yr Consensus Est,0.10078760602388787
Growth 5yr Actual/Est,0.07756951188638211
Growth 3yr Historic,0.09348386373823397
