,PUMP
Next Earnings Announcement,2023-02-21 00:00:00
Growth Analysts,8.0
Growth 1yr Low Est,
Growth 1yr High Est,
Growth 1yr Consensus Est,
Growth 2yr Low Est,0.6078431372549018
Growth 2yr High Est,0.5690607734806628
Growth 2yr Consensus Est,0.5884519553677823
Growth 5yr Low Est,0.6078431372549018
Growth 5yr High Est,0.5690607734806628
Growth 5yr Consensus Est,0.5884519553677823
Growth 5yr Actual/Est,-0.8925097599231764
Growth 3yr Historic,-0.4089267040593213
