,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 9/2020,Positive Surprise,3.42,,,,,,,2.66,3.42,,
Year ending 9/2021,Neutral,6.78,,0.9824561403508774,6.4,,6.55,,6.475,6.78,0.9824561403508774,
Year ending 9/2022,Positive Surprise,8.84,,0.303834808259587,,0.0,,0.0,8.37,8.84,0.303834808259587,0.0
Year ending 9/2023,Neutral,,8.08,0.0,7.7,0.203125,8.25,0.2595419847328244,8.08,8.08,-0.08597285067873306,0.2313334923664122
Year ending 9/2024,Neutral,,6.98,0.0,5.6,-0.2727272727272728,8.65,0.048484848484848575,6.98,6.98,-0.13613861386138615,-0.11212121212121212
