,Earnings Result,Actual,Estimate,Growth,Low Estimate,Low Growth Est,High Estimate,High Growth Est,Consensus Estimate,Actual/Estimate,A/E Growth,Consensus Growth Est
Year ending 10/2019,Neutral,3.02,,,2.93,,3.1,,3.015,3.02,,
Year ending 10/2020,Negative Surprise,1.57,,-0.48013245033112584,,0.0,,0.0,1.8,1.57,-0.48013245033112584,0.0
Year ending 10/2021,Positive Surprise,0.35,,-0.7770700636942676,,0.0,,0.0,0.28,0.35,-0.7770700636942676,0.0
Year ending 10/2022,Neutral,,0.8,0.0,0.69,-0.764505119453925,0.87,-0.7193548387096774,0.8,0.8,1.285714285714286,-0.7419299790818012
Year ending 10/2023,Neutral,,1.86,0.0,1.77,1.5652173913043481,2.0,1.2988505747126435,1.86,1.86,1.3250000000000002,1.4320339830084958
